provider,mode,persona_id,task_id,domain,final_score,deterministic_score,judge_score,score_source,deterministic_weight,judge_weight,judge_deterministic_delta,final_judge_delta,scoring_mode,latency_ms,scoring_warnings
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_spend_may_total,transaction_intelligence,100,100,100,weighted_blend,0.5,0.5,0,0,deterministic_plus_judge,6898,
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_subscriptions_benefits,savings_expense_reduction,81,78,82,weighted_blend,0.15,0.85,4,1,deterministic_plus_judge,7970,
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_tax_optimization,tax_strategy,85,88,85,weighted_blend,0.15,0.85,3,0,deterministic_plus_judge,9527,
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_taxable_investing_after_tax_reserve,investing_equity_comp,88,86,88,weighted_blend,0.15,0.85,2,0,deterministic_plus_judge,8976,
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_travel_rewards,credit_cards_rewards,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,7574,
openai:chat-latest,full_context_baseline,jordan_austin_freelancer_v0,jordan_where_wasting_money,savings_expense_reduction,87,83,88,weighted_blend,0.15,0.85,5,1,deterministic_plus_judge,10279,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_401k_contribution,retirement_tax_advantaged,81,100,75,weighted_blend,0.25,0.75,25,6,deterministic_plus_judge,6049,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_401k_percent_to_limit,retirement_tax_advantaged,40,90,75,weighted_blend,0.25,0.75,15,35,deterministic_plus_judge,6802,Final/judge divergence 35 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (wrong_401k_24000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_alaska_microsoft,employer_benefits_perks,79,100,75,weighted_blend,0.15,0.85,25,4,deterministic_plus_judge,8687,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_backdoor_roth,tax_strategy,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,7883,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_checking_buffer,cashflow_budgeting,94,100,92,weighted_blend,0.2,0.8,8,2,deterministic_plus_judge,7173,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_costco_optimization,credit_cards_rewards,81,67,85,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,8634,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_credit_card_balance_check,debt_credit_health,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,6686,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_credit_card_strategy,credit_cards_rewards,77,86,75,weighted_blend,0.2,0.8,11,2,deterministic_plus_judge,8928,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_extra_10000,life_planning_major_decisions,76,67,78,weighted_blend,0.15,0.85,11,2,deterministic_plus_judge,10183,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_food_spend_may,transaction_intelligence,100,100,100,weighted_blend,0.5,0.5,0,0,deterministic_plus_judge,2919,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_hsa,tax_strategy,70,50,75,weighted_blend,0.2,0.8,25,5,deterministic_plus_judge,7695,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_idle_cash,cashflow_budgeting,90,100,88,weighted_blend,0.15,0.85,12,2,deterministic_plus_judge,8501,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_insurance_review,insurance_risk_protection,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,8387,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_life_insurance_need,insurance_risk_protection,81,67,85,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,7621,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_mega_backdoor,retirement_tax_advantaged,71,57,75,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,8183,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_mfte_eligibility_check,housing_rent,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,8166,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_msft_stock_risk,investing_equity_comp,74,70,75,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,8017,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_recurring_charges_audit,transaction_intelligence,93,100,85,weighted_blend,0.5,0.5,15,8,deterministic_plus_judge,2782,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_rent_rewards,credit_cards_rewards,55,100,75,weighted_blend,0.2,0.8,25,20,deterministic_plus_judge,6292,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning. | Final/judge divergence 20 points; public score may not match judged response quality. | Score cap 55 applied: answer contradicts multiple locked facts (2 material)
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_rental_car_trip,employer_benefits_perks,86,100,82,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,7048,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_rsu_tax_withholding,investing_equity_comp,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,13847,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_save_on_rent,housing_rent,79,83,78,weighted_blend,0.15,0.85,5,1,deterministic_plus_judge,12740,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_side_income_tax,tax_strategy,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,6226,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_spend_may_total,transaction_intelligence,100,100,100,weighted_blend,0.5,0.5,0,0,deterministic_plus_judge,5673,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_subscriptions_benefits,savings_expense_reduction,54,50,55,weighted_blend,0.15,0.85,5,1,deterministic_plus_judge,7001,
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_tax_optimization,tax_strategy,40,50,55,weighted_blend,0.15,0.85,5,15,deterministic_plus_judge,10853,"Score cap 70 checked: multiple stale/wrong locked current facts detected (stale_401k_23500, stale_ira_7000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (2 dangerous)"
openai:chat-latest,full_context_baseline,maria_seattle_v0,maria_where_wasting_money,savings_expense_reduction,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,6803,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_401k_contribution,retirement_tax_advantaged,85,83,85,weighted_blend,0.2,0.8,2,0,deterministic_plus_judge,9801,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_401k_percent_to_limit,retirement_tax_advantaged,40,75,65,weighted_blend,0.25,0.75,10,25,deterministic_plus_judge,5310,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (wrong_401k_24000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_529_tax_strategy,tax_strategy,65,100,75,weighted_blend,0.2,0.8,25,10,deterministic_plus_judge,10017,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning. | Score cap 80 checked: stale/wrong locked current fact detected (stale_529_k12_10000_limit); uncapped score was already at or below the cap. | Score cap 65 applied: answer contradicts a locked fact (1 material)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_backdoor_roth,tax_strategy,40,58,65,weighted_blend,0.2,0.8,7,25,deterministic_plus_judge,11394,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_checking_buffer,cashflow_budgeting,83,75,85,weighted_blend,0.25,0.75,10,2,deterministic_plus_judge,8422,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_childcare_family_spend_may,transaction_intelligence,86,80,92,weighted_blend,0.5,0.5,12,6,deterministic_plus_judge,6160,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_childcare_tax_credits,tax_strategy,40,80,65,weighted_blend,0.2,0.8,15,25,deterministic_plus_judge,9348,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_college_savings_allocation,investing_equity_comp,76,67,78,weighted_blend,0.2,0.8,11,2,deterministic_plus_judge,8035,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_costco_target_optimization,credit_cards_rewards,86,80,88,weighted_blend,0.2,0.8,8,2,deterministic_plus_judge,8158,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_credit_card_balance_check,debt_credit_health,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,7072,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_credit_card_strategy,credit_cards_rewards,84,67,88,weighted_blend,0.2,0.8,21,4,deterministic_plus_judge,6686,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_daycare_rewards,credit_cards_rewards,40,83,75,weighted_blend,0.2,0.8,8,35,deterministic_plus_judge,5875,Final/judge divergence 35 points; public score may not match judged response quality. | Score cap 75 applied: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000) | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_dependent_care_fsa,employer_benefits_perks,40,80,65,weighted_blend,0.2,0.8,15,25,deterministic_plus_judge,7504,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_employer_family_benefits,employer_benefits_perks,74,71,75,weighted_blend,0.15,0.85,4,1,deterministic_plus_judge,7828,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_extra_15000,life_planning_major_decisions,40,71,78,weighted_blend,0.15,0.85,7,38,deterministic_plus_judge,9207,Final/judge divergence 38 points; public score may not match judged response quality. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_hsa_family,retirement_tax_advantaged,94,90,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,8940,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_idle_cash,cashflow_budgeting,79,75,80,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,8010,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_insurance_review,insurance_risk_protection,94,88,95,weighted_blend,0.2,0.8,7,1,deterministic_plus_judge,8670,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_life_insurance_need,insurance_risk_protection,85,75,88,weighted_blend,0.2,0.8,13,3,deterministic_plus_judge,9556,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_mortgage_escrow_review,housing_rent,85,75,88,weighted_blend,0.2,0.8,13,3,deterministic_plus_judge,8501,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_property_insurance_review,housing_rent,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,10806,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_recurring_charges_audit,transaction_intelligence,40,100,85,weighted_blend,0.5,0.5,15,45,deterministic_plus_judge,5760,Final/judge divergence 45 points; public score may not match judged response quality. | Score cap 75 applied: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000) | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_spend_may_total,transaction_intelligence,91,86,95,weighted_blend,0.5,0.5,9,4,deterministic_plus_judge,6465,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_subscriptions_benefits,savings_expense_reduction,40,86,75,weighted_blend,0.15,0.85,11,35,deterministic_plus_judge,7425,Final/judge divergence 35 points; public score may not match judged response quality. | Score cap 75 applied: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000) | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_tax_optimization,tax_strategy,73,63,75,weighted_blend,0.15,0.85,12,2,deterministic_plus_judge,10620,
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_taxable_investing_priority,investing_equity_comp,40,67,78,weighted_blend,0.15,0.85,11,38,deterministic_plus_judge,9604,Final/judge divergence 38 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (wrong_401k_24000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
openai:chat-latest,full_context_baseline,patel_denver_family_v0,patel_where_wasting_money,savings_expense_reduction,93,100,92,weighted_blend,0.15,0.85,8,1,deterministic_plus_judge,9666,
