provider,mode,persona_id,task_id,domain,final_score,deterministic_score,judge_score,score_source,deterministic_weight,judge_weight,judge_deterministic_delta,final_judge_delta,scoring_mode,latency_ms,scoring_warnings
origin,product_capture,maria_seattle_v0,maria_401k_percent_to_limit,retirement_tax_advantaged,74,70,75,weighted_blend,0.25,0.75,5,1,deterministic_plus_judge,60389,
origin,product_capture,maria_seattle_v0,maria_alaska_microsoft,employer_benefits_perks,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,85501,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
origin,product_capture,maria_seattle_v0,maria_backdoor_roth,tax_strategy,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,30197,
origin,product_capture,maria_seattle_v0,maria_checking_buffer,cashflow_budgeting,70,88,65,weighted_blend,0.2,0.8,23,5,deterministic_plus_judge,55355,
origin,product_capture,maria_seattle_v0,maria_costco_optimization,credit_cards_rewards,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,55282,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality. | Score cap 65 checked: answer contradicts a locked fact (1 material); uncapped score was already at or below the cap.
origin,product_capture,maria_seattle_v0,maria_credit_card_balance_check,debt_credit_health,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,45287,
origin,product_capture,maria_seattle_v0,maria_credit_card_strategy,credit_cards_rewards,46,50,45,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,20138,
origin,product_capture,maria_seattle_v0,maria_extra_10000,life_planning_major_decisions,85,100,82,weighted_blend,0.15,0.85,18,3,deterministic_plus_judge,25232,
origin,product_capture,maria_seattle_v0,maria_food_spend_may,transaction_intelligence,98,100,95,weighted_blend,0.5,0.5,5,3,deterministic_plus_judge,15075,
origin,product_capture,maria_seattle_v0,maria_hsa,tax_strategy,83,75,85,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,20107,
origin,product_capture,maria_seattle_v0,maria_idle_cash,cashflow_budgeting,37,50,35,weighted_blend,0.15,0.85,15,2,deterministic_plus_judge,35179,
origin,product_capture,maria_seattle_v0,maria_insurance_review,insurance_risk_protection,81,67,85,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,60433,
origin,product_capture,maria_seattle_v0,maria_life_insurance_need,insurance_risk_protection,73,67,75,weighted_blend,0.2,0.8,8,2,deterministic_plus_judge,50360,
origin,product_capture,maria_seattle_v0,maria_mega_backdoor,retirement_tax_advantaged,79,93,75,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,30215,
origin,product_capture,maria_seattle_v0,maria_mfte_eligibility_check,housing_rent,78,50,85,weighted_blend,0.2,0.8,35,7,deterministic_plus_judge,45467,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning.
origin,product_capture,maria_seattle_v0,maria_msft_stock_risk,investing_equity_comp,66,70,65,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,70494,
origin,product_capture,maria_seattle_v0,maria_recurring_charges_audit,transaction_intelligence,68,70,65,weighted_blend,0.5,0.5,5,3,deterministic_plus_judge,35158,
origin,product_capture,maria_seattle_v0,maria_rent_rewards,credit_cards_rewards,65,100,85,weighted_blend,0.2,0.8,15,20,deterministic_plus_judge,30247,Final/judge divergence 20 points; public score may not match judged response quality. | Score cap 65 applied: answer contradicts a locked fact (1 material)
origin,product_capture,maria_seattle_v0,maria_rental_car_trip,employer_benefits_perks,86,100,82,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,35192,
origin,product_capture,maria_seattle_v0,maria_rsu_tax_withholding,investing_equity_comp,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,60887,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality. | Score cap 65 checked: answer contradicts a locked fact (1 material); uncapped score was already at or below the cap.
origin,product_capture,maria_seattle_v0,maria_save_on_rent,housing_rent,75,75,75,weighted_blend,0.15,0.85,0,0,deterministic_plus_judge,20180,
origin,product_capture,maria_seattle_v0,maria_side_income_tax,tax_strategy,86,100,82,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,65447,
origin,product_capture,maria_seattle_v0,maria_spend_may_total,transaction_intelligence,98,100,95,weighted_blend,0.5,0.5,5,3,deterministic_plus_judge,20105,
origin,product_capture,maria_seattle_v0,maria_subscriptions_benefits,savings_expense_reduction,54,50,55,weighted_blend,0.15,0.85,5,1,deterministic_plus_judge,35281,
origin,product_capture,maria_seattle_v0,maria_tax_optimization,tax_strategy,85,100,82,weighted_blend,0.15,0.85,18,3,deterministic_plus_judge,45428,
origin,product_capture,maria_seattle_v0,maria_where_wasting_money,savings_expense_reduction,41,17,45,weighted_blend,0.15,0.85,28,4,deterministic_plus_judge,45248,Deterministic/judge divergence 28 points; inspect validator brittleness or judge reasoning.
origin,product_capture,patel_denver_family_v0,patel_401k_contribution,retirement_tax_advantaged,86,100,82,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,,
origin,product_capture,patel_denver_family_v0,patel_401k_percent_to_limit,retirement_tax_advantaged,35,75,35,judge_override,0,1,40,0,deterministic_plus_judge,27720,Deterministic/judge divergence 40 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
origin,product_capture,patel_denver_family_v0,patel_529_tax_strategy,tax_strategy,65,63,78,weighted_blend,0.2,0.8,15,13,deterministic_plus_judge,227064,Score cap 65 applied: answer contradicts a locked fact (1 material)
origin,product_capture,patel_denver_family_v0,patel_backdoor_roth,tax_strategy,85,83,85,weighted_blend,0.2,0.8,2,0,deterministic_plus_judge,4087,
origin,product_capture,patel_denver_family_v0,patel_checking_buffer,cashflow_budgeting,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,45620,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
origin,product_capture,patel_denver_family_v0,patel_childcare_family_spend_may,transaction_intelligence,76,60,92,weighted_blend,0.5,0.5,32,16,deterministic_plus_judge,30870,Deterministic/judge divergence 32 points; inspect validator brittleness or judge reasoning.
origin,product_capture,patel_denver_family_v0,patel_childcare_tax_credits,tax_strategy,86,90,85,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,55925,
origin,product_capture,patel_denver_family_v0,patel_college_savings_allocation,investing_equity_comp,65,75,78,weighted_blend,0.2,0.8,3,13,deterministic_plus_judge,45835,Score cap 65 applied: answer contradicts a locked fact (1 material)
origin,product_capture,patel_denver_family_v0,patel_costco_target_optimization,credit_cards_rewards,84,80,85,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,80291,
origin,product_capture,patel_denver_family_v0,patel_credit_card_balance_check,debt_credit_health,75,75,75,weighted_blend,0.2,0.8,0,0,deterministic_plus_judge,40340,
origin,product_capture,patel_denver_family_v0,patel_credit_card_strategy,credit_cards_rewards,86,92,85,weighted_blend,0.2,0.8,7,1,deterministic_plus_judge,45341,
origin,product_capture,patel_denver_family_v0,patel_daycare_rewards,credit_cards_rewards,40,75,65,weighted_blend,0.2,0.8,10,25,deterministic_plus_judge,70693,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
origin,product_capture,patel_denver_family_v0,patel_dependent_care_fsa,employer_benefits_perks,78,70,80,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,58577,
origin,product_capture,patel_denver_family_v0,patel_employer_family_benefits,employer_benefits_perks,40,86,65,weighted_blend,0.15,0.85,21,25,deterministic_plus_judge,45303,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
origin,product_capture,patel_denver_family_v0,patel_extra_15000,life_planning_major_decisions,66,71,65,weighted_blend,0.15,0.85,6,1,deterministic_plus_judge,64818,
origin,product_capture,patel_denver_family_v0,patel_hsa_family,retirement_tax_advantaged,84,80,85,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,77308,
origin,product_capture,patel_denver_family_v0,patel_idle_cash,cashflow_budgeting,65,63,65,weighted_blend,0.2,0.8,2,0,deterministic_plus_judge,42384,
origin,product_capture,patel_denver_family_v0,patel_insurance_review,insurance_risk_protection,83,75,85,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,73208,
origin,product_capture,patel_denver_family_v0,patel_life_insurance_need,insurance_risk_protection,67,75,65,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,70908,
origin,product_capture,patel_denver_family_v0,patel_mortgage_escrow_review,housing_rent,83,75,85,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,88248,
origin,product_capture,patel_denver_family_v0,patel_property_insurance_review,housing_rent,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,86123,
origin,product_capture,patel_denver_family_v0,patel_recurring_charges_audit,transaction_intelligence,84,83,85,weighted_blend,0.5,0.5,2,1,deterministic_plus_judge,42139,
origin,product_capture,patel_denver_family_v0,patel_spend_may_total,transaction_intelligence,68,71,65,weighted_blend,0.5,0.5,6,3,deterministic_plus_judge,36877,
origin,product_capture,patel_denver_family_v0,patel_subscriptions_benefits,savings_expense_reduction,40,100,82,weighted_blend,0.15,0.85,18,42,deterministic_plus_judge,50251,Final/judge divergence 42 points; public score may not match judged response quality. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
origin,product_capture,patel_denver_family_v0,patel_tax_optimization,tax_strategy,40,88,65,weighted_blend,0.15,0.85,23,25,deterministic_plus_judge,61738,"Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 70 checked: multiple stale/wrong locked current facts detected (wrong_401k_24000_limit, stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)"
origin,product_capture,patel_denver_family_v0,patel_taxable_investing_priority,investing_equity_comp,57,67,55,weighted_blend,0.15,0.85,12,2,deterministic_plus_judge,67241,
origin,product_capture,patel_denver_family_v0,patel_where_wasting_money,savings_expense_reduction,77,90,75,weighted_blend,0.15,0.85,15,2,deterministic_plus_judge,40510,
