provider,mode,persona_id,task_id,domain,final_score,deterministic_score,judge_score,score_source,deterministic_weight,judge_weight,judge_deterministic_delta,final_judge_delta,scoring_mode,latency_ms,scoring_warnings
monarch,product_capture,jordan_austin_freelancer_v0,jordan_scorp_or_llc,tax_strategy,74,70,75,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,113180,"Score cap 85 checked: judge found the user-visible answer was truncated, cut off, or incomplete; uncapped score was already at or below the cap."
monarch,product_capture,jordan_austin_freelancer_v0,jordan_solo401k_or_sep,retirement_tax_advantaged,40,63,75,weighted_blend,0.2,0.8,12,35,deterministic_plus_judge,103572,Final/judge divergence 35 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (stale_415c_69000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,jordan_austin_freelancer_v0,jordan_spend_may_total,transaction_intelligence,70,75,65,weighted_blend,0.5,0.5,10,5,deterministic_plus_judge,31869,
monarch,product_capture,jordan_austin_freelancer_v0,jordan_subscriptions_benefits,savings_expense_reduction,0,61,0,judge_override,0,1,61,0,deterministic_plus_judge,107497,Deterministic/judge divergence 61 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,jordan_austin_freelancer_v0,jordan_tax_optimization,tax_strategy,78,75,78,weighted_blend,0.15,0.85,3,0,deterministic_plus_judge,112555,
monarch,product_capture,jordan_austin_freelancer_v0,jordan_taxable_investing_after_tax_reserve,investing_equity_comp,73,64,75,weighted_blend,0.15,0.85,11,2,deterministic_plus_judge,112304,
monarch,product_capture,jordan_austin_freelancer_v0,jordan_travel_rewards,credit_cards_rewards,68,80,65,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,112461,
monarch,product_capture,jordan_austin_freelancer_v0,jordan_where_wasting_money,savings_expense_reduction,0,33,0,judge_override,0,1,33,0,deterministic_plus_judge,46984,Deterministic/judge divergence 33 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,maria_seattle_v0,maria_401k_contribution,retirement_tax_advantaged,35,75,35,judge_override,0,1,40,0,deterministic_plus_judge,,Deterministic/judge divergence 40 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,maria_seattle_v0,maria_401k_percent_to_limit,retirement_tax_advantaged,66,70,65,weighted_blend,0.25,0.75,5,1,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_alaska_microsoft,employer_benefits_perks,79,100,75,weighted_blend,0.15,0.85,25,4,deterministic_plus_judge,,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
monarch,product_capture,maria_seattle_v0,maria_backdoor_roth,tax_strategy,40,25,45,weighted_blend,0.2,0.8,20,5,deterministic_plus_judge,,Score cap 80 checked: stale/wrong locked current fact detected (stale_ira_7000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,maria_seattle_v0,maria_checking_buffer,cashflow_budgeting,70,50,75,weighted_blend,0.2,0.8,25,5,deterministic_plus_judge,,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
monarch,product_capture,maria_seattle_v0,maria_costco_optimization,credit_cards_rewards,11,33,5,weighted_blend,0.2,0.8,28,6,deterministic_plus_judge,36490,Deterministic/judge divergence 28 points; inspect validator brittleness or judge reasoning.
monarch,product_capture,maria_seattle_v0,maria_credit_card_balance_check,debt_credit_health,96,100,95,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_credit_card_strategy,credit_cards_rewards,25,64,25,judge_override,0,1,39,0,deterministic_plus_judge,,Deterministic/judge divergence 39 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,maria_seattle_v0,maria_extra_10000,life_planning_major_decisions,45,100,45,judge_override,0,1,55,0,deterministic_plus_judge,,Deterministic/judge divergence 55 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,maria_seattle_v0,maria_food_spend_may,transaction_intelligence,98,100,95,weighted_blend,0.5,0.5,5,3,deterministic_plus_judge,22383,
monarch,product_capture,maria_seattle_v0,maria_hsa,tax_strategy,54,50,55,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_idle_cash,cashflow_budgeting,65,100,65,judge_override,0,1,35,0,deterministic_plus_judge,,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,maria_seattle_v0,maria_insurance_review,insurance_risk_protection,82,83,82,weighted_blend,0.2,0.8,1,0,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_life_insurance_need,insurance_risk_protection,69,83,65,weighted_blend,0.2,0.8,18,4,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_mega_backdoor,retirement_tax_advantaged,40,50,55,weighted_blend,0.2,0.8,5,15,deterministic_plus_judge,,"Score cap 70 checked: multiple stale/wrong locked current facts detected (stale_401k_23000, stale_415c_69000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (2 dangerous)"
monarch,product_capture,maria_seattle_v0,maria_mfte_eligibility_check,housing_rent,52,40,55,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_msft_stock_risk,investing_equity_comp,62,50,65,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_recurring_charges_audit,transaction_intelligence,88,100,75,weighted_blend,0.5,0.5,25,13,deterministic_plus_judge,34519,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
monarch,product_capture,maria_seattle_v0,maria_rent_rewards,credit_cards_rewards,33,25,35,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_rental_car_trip,employer_benefits_perks,38,50,35,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_rsu_tax_withholding,investing_equity_comp,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_save_on_rent,housing_rent,43,33,45,weighted_blend,0.15,0.85,12,2,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_side_income_tax,tax_strategy,65,67,65,weighted_blend,0.2,0.8,2,0,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_spend_may_total,transaction_intelligence,100,100,100,weighted_blend,0.5,0.5,0,0,deterministic_plus_judge,17577,
monarch,product_capture,maria_seattle_v0,maria_subscriptions_benefits,savings_expense_reduction,13,0,15,weighted_blend,0.15,0.85,15,2,deterministic_plus_judge,,
monarch,product_capture,maria_seattle_v0,maria_tax_optimization,tax_strategy,40,50,65,weighted_blend,0.15,0.85,15,25,deterministic_plus_judge,,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (stale_ira_7000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,maria_seattle_v0,maria_where_wasting_money,savings_expense_reduction,43,33,45,weighted_blend,0.15,0.85,12,2,deterministic_plus_judge,,
monarch,product_capture,patel_denver_family_v0,patel_401k_contribution,retirement_tax_advantaged,5,67,5,judge_override,0,1,62,0,deterministic_plus_judge,113951,Deterministic/judge divergence 62 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,patel_denver_family_v0,patel_401k_percent_to_limit,retirement_tax_advantaged,31,50,25,weighted_blend,0.25,0.75,25,6,deterministic_plus_judge,113273,Deterministic/judge divergence 25 points; inspect validator brittleness or judge reasoning.
monarch,product_capture,patel_denver_family_v0,patel_529_tax_strategy,tax_strategy,62,50,65,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,97748,Score cap 65 checked: answer contradicts a locked fact (1 material); uncapped score was already at or below the cap.
monarch,product_capture,patel_denver_family_v0,patel_backdoor_roth,tax_strategy,40,50,45,weighted_blend,0.2,0.8,5,5,deterministic_plus_judge,97766,Score cap 80 checked: stale/wrong locked current fact detected (stale_ira_7000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,patel_denver_family_v0,patel_checking_buffer,cashflow_budgeting,25,75,25,judge_override,0,1,50,0,deterministic_plus_judge,97679,Deterministic/judge divergence 50 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,patel_denver_family_v0,patel_childcare_family_spend_may,transaction_intelligence,73,80,65,weighted_blend,0.5,0.5,15,8,deterministic_plus_judge,36635,
monarch,product_capture,patel_denver_family_v0,patel_childcare_tax_credits,tax_strategy,72,60,75,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,96904,
monarch,product_capture,patel_denver_family_v0,patel_college_savings_allocation,investing_equity_comp,38,50,35,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,97075,
monarch,product_capture,patel_denver_family_v0,patel_costco_target_optimization,credit_cards_rewards,65,70,65,weighted_blend,0.2,0.8,5,0,deterministic_plus_judge,96883,Score cap 65 applied: answer contradicts a locked fact (1 material)
monarch,product_capture,patel_denver_family_v0,patel_credit_card_balance_check,debt_credit_health,88,100,85,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,96772,
monarch,product_capture,patel_denver_family_v0,patel_credit_card_strategy,credit_cards_rewards,5,58,5,judge_override,0,1,53,0,deterministic_plus_judge,97128,Deterministic/judge divergence 53 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,patel_denver_family_v0,patel_daycare_rewards,credit_cards_rewards,40,67,55,weighted_blend,0.2,0.8,12,15,deterministic_plus_judge,96773,Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,patel_denver_family_v0,patel_dependent_care_fsa,employer_benefits_perks,40,60,45,weighted_blend,0.2,0.8,15,5,deterministic_plus_judge,96845,Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,patel_denver_family_v0,patel_employer_family_benefits,employer_benefits_perks,40,57,45,weighted_blend,0.15,0.85,12,5,deterministic_plus_judge,96818,Score cap 75 checked: critical stale/wrong locked current fact detected (stale_dependent_care_fsa_5000); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,patel_denver_family_v0,patel_extra_15000,life_planning_major_decisions,40,57,65,weighted_blend,0.15,0.85,8,25,deterministic_plus_judge,110777,Final/judge divergence 25 points; public score may not match judged response quality. | Score cap 80 checked: stale/wrong locked current fact detected (stale_ira_7000_limit); uncapped score was already at or below the cap. | Score cap 40 applied: answer contradicts a locked fact whose error could cause financial harm (1 dangerous)
monarch,product_capture,patel_denver_family_v0,patel_hsa_family,retirement_tax_advantaged,64,60,65,weighted_blend,0.2,0.8,5,1,deterministic_plus_judge,110759,
monarch,product_capture,patel_denver_family_v0,patel_idle_cash,cashflow_budgeting,78,100,72,weighted_blend,0.2,0.8,28,6,deterministic_plus_judge,110778,"Deterministic/judge divergence 28 points; inspect validator brittleness or judge reasoning. | Score cap 85 checked: judge found the user-visible answer was truncated, cut off, or incomplete; uncapped score was already at or below the cap."
monarch,product_capture,patel_denver_family_v0,patel_insurance_review,insurance_risk_protection,67,75,65,weighted_blend,0.2,0.8,10,2,deterministic_plus_judge,110894,
monarch,product_capture,patel_denver_family_v0,patel_life_insurance_need,insurance_risk_protection,62,50,65,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,111040,
monarch,product_capture,patel_denver_family_v0,patel_mortgage_escrow_review,housing_rent,38,50,35,weighted_blend,0.2,0.8,15,3,deterministic_plus_judge,111714,
monarch,product_capture,patel_denver_family_v0,patel_property_insurance_review,housing_rent,25,67,25,judge_override,0,1,42,0,deterministic_plus_judge,111785,"Deterministic/judge divergence 42 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality. | Score cap 85 checked: judge found the user-visible answer was truncated, cut off, or incomplete; uncapped score was already at or below the cap."
monarch,product_capture,patel_denver_family_v0,patel_recurring_charges_audit,transaction_intelligence,0,33,0,judge_override,0,1,33,0,deterministic_plus_judge,44585,Deterministic/judge divergence 33 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,patel_denver_family_v0,patel_spend_may_total,transaction_intelligence,73,71,75,weighted_blend,0.5,0.5,4,2,deterministic_plus_judge,22516,
monarch,product_capture,patel_denver_family_v0,patel_subscriptions_benefits,savings_expense_reduction,15,50,15,judge_override,0,1,35,0,deterministic_plus_judge,111823,Deterministic/judge divergence 35 points; inspect validator brittleness or judge reasoning. | Judge override applied because deterministic exceeded judge by at least 30 points; deterministic checks likely over-passed response quality.
monarch,product_capture,patel_denver_family_v0,patel_tax_optimization,tax_strategy,19,44,15,weighted_blend,0.15,0.85,29,4,deterministic_plus_judge,111799,"Deterministic/judge divergence 29 points; inspect validator brittleness or judge reasoning. | Score cap 85 checked: judge found the user-visible answer was truncated, cut off, or incomplete; uncapped score was already at or below the cap."
monarch,product_capture,patel_denver_family_v0,patel_taxable_investing_priority,investing_equity_comp,65,67,65,weighted_blend,0.15,0.85,2,0,deterministic_plus_judge,111754,
monarch,product_capture,patel_denver_family_v0,patel_where_wasting_money,savings_expense_reduction,81,100,78,weighted_blend,0.15,0.85,22,3,deterministic_plus_judge,111538,
